seed,seller_id,seller_class,n_sold,revenue,inventory_remaining,position_score,visibility_prob,visibility_rate
0,4,Shigh,4,24.0,66,0.3,0.65,0.59
0,0,Slow,21,42.0,109,0.9,0.95,0.79
0,1,Slow,25,50.0,105,0.9,0.95,0.82
0,2,Slow,17,34.0,113,0.3,0.65,0.55
0,3,Shigh,3,18.0,67,0.8,0.9,0.77
0,4,Shigh,2,12.0,68,0.3,0.65,0.52
0,0,Slow,25,50.0,105,0.9,0.95,0.78
0,1,Slow,26,52.0,104,0.9,0.95,0.8
0,2,Slow,17,34.0,113,0.3,0.65,0.6
0,3,Shigh,8,48.0,62,0.8,0.9,0.75
0,4,Shigh,2,12.0,68,0.3,0.65,0.57
0,0,Slow,21,42.0,109,0.9,0.95,0.7
0,1,Slow,23,46.0,107,0.9,0.95,0.74
0,2,Slow,22,44.0,108,0.3,0.65,0.55
0,3,Shigh,6,36.0,64,0.8,0.9,0.72
0,4,Shigh,3,18.0,67,0.3,0.65,0.49
0,0,Slow,24,48.0,106,0.9,0.95,0.81
0,1,Slow,26,52.0,104,0.9,0.95,0.83
0,2,Slow,17,34.0,113,0.3,0.65,0.64
0,3,Shigh,4,24.0,66,0.8,0.9,0.83
0,4,Shigh,9,37.8,61,0.3,0.65,0.56
0,0,Slow,26,52.0,104,0.9,0.95,0.75
0,1,Slow,26,52.0,104,0.9,0.95,0.77
0,2,Slow,18,36.0,112,0.3,0.65,0.59
0,3,Shigh,3,18.0,67,0.8,0.9,0.73
0,4,Shigh,1,6.0,69,0.3,0.65,0.55
0,0,Slow,23,46.0,107,0.9,0.95,0.8
0,1,Slow,25,50.0,105,0.9,0.95,0.78
0,2,Slow,16,32.0,114,0.3,0.65,0.5
0,3,Shigh,13,54.60000000000001,57,0.8,0.9,0.73
0,4,Shigh,2,12.0,68,0.3,0.65,0.55
0,0,Slow,28,56.0,102,0.9,0.95,0.79
0,1,Slow,25,34.999999999999986,105,0.9,0.95,0.79
0,2,Slow,13,26.0,117,0.3,0.65,0.51
0,3,Shigh,7,42.0,63,0.8,0.9,0.77
0,4,Shigh,2,12.0,68,0.3,0.65,0.54
0,0,Slow,27,54.0,103,0.9,0.95,0.78
0,1,Slow,23,46.0,107,0.9,0.95,0.76
0,2,Slow,19,38.0,111,0.3,0.65,0.5
0,3,Shigh,1,6.0,69,0.8,0.9,0.69
0,4,Shigh,4,24.0,66,0.3,0.65,0.58
0,0,Slow,17,34.0,113,0.9,0.95,0.75
0,1,Slow,28,56.0,102,0.9,0.95,0.75
0,2,Slow,22,44.0,108,0.3,0.65,0.53
0,3,Shigh,4,24.0,66,0.8,0.9,0.74
0,4,Shigh,4,24.0,66,0.3,0.65,0.47
1,0,Slow,22,44.0,108,0.9,0.95,0.81
1,1,Slow,21,42.0,109,0.9,0.95,0.78
1,2,Slow,19,38.0,111,0.3,0.65,0.49
1,3,Shigh,5,30.0,65,0.8,0.9,0.77
1,4,Shigh,4,24.0,66,0.3,0.65,0.57
1,0,Slow,28,56.0,102,0.9,0.95,0.84
1,1,Slow,27,54.0,103,0.9,0.95,0.84
1,2,Slow,18,36.0,112,0.3,0.65,0.61
1,3,Shigh,6,36.0,64,0.8,0.9,0.79
1,4,Shigh,3,18.0,67,0.3,0.65,0.54
1,0,Slow,21,42.0,109,0.9,0.95,0.84
1,1,Slow,25,50.0,105,0.9,0.95,0.78
1,2,Slow,23,46.0,107,0.3,0.65,0.59
1,3,Shigh,7,42.0,63,0.8,0.9,0.75
1,4,Shigh,3,18.0,67,0.3,0.65,0.57
1,0,Slow,29,58.0,101,0.9,0.95,0.84
1,1,Slow,23,46.0,107,0.9,0.95,0.83
1,2,Slow,15,30.0,115,0.3,0.65,0.56
1,3,Shigh,8,48.0,62,0.8,0.9,0.8
1,4,Shigh,2,12.0,68,0.3,0.65,0.57
1,0,Slow,24,48.0,106,0.9,0.95,0.78
1,1,Slow,21,42.0,109,0.9,0.95,0.78
1,2,Slow,16,32.0,114,0.3,0.65,0.55
1,3,Shigh,8,48.0,62,0.8,0.9,0.78
1,4,Shigh,3,18.0,67,0.3,0.65,0.5
1,0,Slow,27,54.0,103,0.9,0.95,0.83
1,1,Slow,19,38.0,111,0.9,0.95,0.78
1,2,Slow,21,42.0,109,0.3,0.65,0.56
1,3,Shigh,9,54.0,61,0.8,0.9,0.76
1,4,Shigh,3,18.0,67,0.3,0.65,0.52
1,0,Slow,35,70.0,95,0.9,0.95,0.81
1,1,Slow,24,48.0,106,0.9,0.95,0.82
1,2,Slow,12,24.0,118,0.3,0.65,0.56
1,3,Shigh,7,42.0,63,0.8,0.9,0.79
1,4,Shigh,5,20.999999999999996,65,0.3,0.65,0.61
1,0,Slow,21,42.0,109,0.9,0.95,0.86
1,1,Slow,20,40.0,110,0.9,0.95,0.86
1,2,Slow,24,48.0,106,0.3,0.65,0.68
1,3,Shigh,4,24.0,66,0.8,0.9,0.85
1,4,Shigh,4,24.0,66,0.3,0.65,0.58
1,0,Slow,29,58.0,101,0.9,0.95,0.79
1,1,Slow,26,52.0,104,0.9,0.95,0.83
1,2,Slow,13,26.0,117,0.3,0.65,0.55
1,3,Shigh,11,66.0,59,0.8,0.9,0.82
1,4,Shigh,1,6.0,69,0.3,0.65,0.59
1,0,Slow,26,52.0,104,0.9,0.95,0.83
1,1,Slow,29,58.0,101,0.9,0.95,0.81
1,2,Slow,19,26.59999999999999,111,0.3,0.65,0.54
1,3,Shigh,5,30.0,65,0.8,0.9,0.78
1,4,Shigh,3,18.0,67,0.3,0.65,0.54
1,0,Slow,25,50.0,105,0.9,0.95,0.83
1,1,Slow,15,30.0,115,0.9,0.95,0.78
1,2,Slow,23,46.0,107,0.3,0.65,0.6
1,3,Shigh,5,30.0,65,0.8,0.9,0.82
1,4,Shigh,5,30.0,65,0.3,0.65,0.52
1,0,Slow,26,52.0,104,0.9,0.95,0.85
1,1,Slow,27,54.0,103,0.9,0.95,0.76
1,2,Slow,18,36.0,112,0.3,0.65,0.63
1,3,Shigh,7,42.0,63,0.8,0.9,0.74
1,4,Shigh,2,12.0,68,0.3,0.65,0.6
1,0,Slow,19,38.0,111,0.9,0.95,0.82
1,1,Slow,23,46.0,107,0.9,0.95,0.83
1,2,Slow,14,28.0,116,0.3,0.65,0.54
1,3,Shigh,4,24.0,66,0.8,0.9,0.81
1,4,Shigh,6,36.0,64,0.3,0.65,0.58
1,0,Slow,25,50.0,105,0.9,0.95,0.84
1,1,Slow,31,62.0,99,0.9,0.95,0.86
1,2,Slow,22,44.0,108,0.3,0.65,0.62
1,3,Shigh,8,48.0,62,0.8,0.9,0.76
1,4,Shigh,0,0.0,70,0.3,0.65,0.52
1,0,Slow,26,52.0,104,0.9,0.95,0.79
1,1,Slow,21,42.0,109,0.9,0.95,0.76
1,2,Slow,15,30.0,115,0.3,0.65,0.5
1,3,Shigh,6,36.0,64,0.8,0.9,0.73
1,4,Shigh,5,30.0,65,0.3,0.65,0.55
1,0,Slow,30,60.0,100,0.9,0.95,0.84
1,1,Slow,30,60.0,100,0.9,0.95,0.8
1,2,Slow,13,26.0,117,0.3,0.65,0.59
1,3,Shigh,2,12.0,68,0.8,0.9,0.79
1,4,Shigh,5,30.0,65,0.3,0.65,0.55
1,0,Slow,35,70.0,95,0.9,0.95,0.79
1,1,Slow,25,50.0,105,0.9,0.95,0.81
1,2,Slow,14,28.0,116,0.3,0.65,0.56
1,3,Shigh,7,42.0,63,0.8,0.9,0.79
1,4,Shigh,1,6.0,69,0.3,0.65,0.53
1,0,Slow,30,60.0,100,0.9,0.95,0.8
1,1,Slow,25,50.0,105,0.9,0.95,0.8
1,2,Slow,18,36.0,112,0.3,0.65,0.58
1,3,Shigh,3,18.0,67,0.8,0.9,0.78
1,4,Shigh,0,0.0,70,0.3,0.65,0.56
1,0,Slow,28,56.0,102,0.9,0.95,0.86
1,1,Slow,31,62.0,99,0.9,0.95,0.85
1,2,Slow,11,22.0,119,0.3,0.65,0.5
1,3,Shigh,7,42.0,63,0.8,0.9,0.81
1,4,Shigh,3,18.0,67,0.3,0.65,0.61
1,0,Slow,20,40.0,110,0.9,0.95,0.76
1,1,Slow,27,54.0,103,0.9,0.95,0.74
1,2,Slow,21,42.0,109,0.3,0.65,0.49
1,3,Shigh,6,36.0,64,0.8,0.9,0.74
1,4,Shigh,1,6.0,69,0.3,0.65,0.56
1,0,Slow,27,54.0,103,0.9,0.95,0.77
1,1,Slow,27,54.0,103,0.9,0.95,0.79
1,2,Slow,18,25.199999999999992,112,0.3,0.65,0.55
1,3,Shigh,5,30.0,65,0.8,0.9,0.73
1,4,Shigh,2,12.0,68,0.3,0.65,0.46
1,0,Slow,24,48.0,106,0.9,0.95,0.8
1,1,Slow,29,58.0,101,0.9,0.95,0.8
1,2,Slow,8,16.0,122,0.3,0.65,0.43
1,3,Shigh,7,42.0,63,0.8,0.9,0.74
1,4,Shigh,5,30.0,65,0.3,0.65,0.62
2,0,Slow,26,52.0,104,0.9,0.95,0.83
2,1,Slow,17,34.0,113,0.9,0.95,0.77
2,2,Slow,22,44.0,108,0.3,0.65,0.62
2,3,Shigh,5,30.0,65,0.8,0.9,0.75
2,4,Shigh,8,48.0,62,0.3,0.65,0.54
2,0,Slow,26,52.0,104,0.9,0.95,0.82
2,1,Slow,27,54.0,103,0.9,0.95,0.79
2,2,Slow,13,26.0,117,0.3,0.65,0.56
2,3,Shigh,4,24.0,66,0.8,0.9,0.76
2,4,Shigh,6,36.0,64,0.3,0.65,0.53
2,0,Slow,28,56.0,102,0.9,0.95,0.77
2,1,Slow,19,38.0,111,0.9,0.95,0.78
2,2,Slow,18,36.0,112,0.3,0.65,0.51
2,3,Shigh,2,12.0,68,0.8,0.9,0.63
2,4,Shigh,3,18.0,67,0.3,0.65,0.46
2,0,Slow,22,44.0,108,0.9,0.95,0.76
2,1,Slow,28,56.0,102,0.9,0.95,0.78
2,2,Slow,13,26.0,117,0.3,0.65,0.48
2,3,Shigh,5,30.0,65,0.8,0.9,0.75
2,4,Shigh,1,6.0,69,0.3,0.65,0.47
2,0,Slow,26,52.0,104,0.9,0.95,0.83
2,1,Slow,22,44.0,108,0.9,0.95,0.85
2,2,Slow,22,44.0,108,0.3,0.65,0.67
2,3,Shigh,7,42.0,63,0.8,0.9,0.74
2,4,Shigh,1,6.0,69,0.3,0.65,0.55
2,0,Slow,32,64.0,98,0.9,0.95,0.83
2,1,Slow,26,52.0,104,0.9,0.95,0.85
2,2,Slow,15,30.0,115,0.3,0.65,0.61
2,3,Shigh,8,48.0,62,0.8,0.9,0.79
2,4,Shigh,2,12.0,68,0.3,0.65,0.58
2,0,Slow,28,56.0,102,0.9,0.95,0.79
2,1,Slow,28,39.19999999999998,102,0.9,0.95,0.82
2,2,Slow,10,20.0,120,0.3,0.65,0.53
2,3,Shigh,6,36.0,64,0.8,0.9,0.79
2,4,Shigh,0,0.0,70,0.3,0.65,0.6
2,0,Slow,29,58.0,101,0.9,0.95,0.81
2,1,Slow,21,42.0,109,0.9,0.95,0.82
2,2,Slow,20,40.0,110,0.3,0.65,0.52
2,3,Shigh,5,30.0,65,0.8,0.9,0.77
2,4,Shigh,4,24.0,66,0.3,0.65,0.55
2,0,Slow,26,52.0,104,0.9,0.95,0.83
2,1,Slow,32,64.0,98,0.9,0.95,0.78
2,2,Slow,14,28.0,116,0.3,0.65,0.54
2,3,Shigh,4,24.0,66,0.8,0.9,0.78
2,4,Shigh,0,0.0,70,0.3,0.65,0.57
2,0,Slow,23,46.0,107,0.9,0.95,0.79
2,1,Slow,24,48.0,106,0.9,0.95,0.8
2,2,Slow,28,56.0,102,0.3,0.65,0.67
2,3,Shigh,6,25.199999999999996,64,0.8,0.9,0.77
2,4,Shigh,7,42.0,63,0.3,0.65,0.62
2,0,Slow,23,46.0,107,0.9,0.95,0.84
2,1,Slow,30,60.0,100,0.9,0.95,0.84
2,2,Slow,24,48.0,106,0.3,0.65,0.49
2,3,Shigh,4,24.0,66,0.8,0.9,0.77
2,4,Shigh,3,18.0,67,0.3,0.65,0.61
2,0,Slow,23,46.0,107,0.9,0.95,0.77
2,1,Slow,33,66.0,97,0.9,0.95,0.79
2,2,Slow,13,26.0,117,0.3,0.65,0.48
2,3,Shigh,2,8.399999999999999,68,0.8,0.9,0.67
2,4,Shigh,3,18.0,67,0.3,0.65,0.48
2,0,Slow,35,70.0,95,0.9,0.95,0.89
2,1,Slow,25,50.0,105,0.9,0.95,0.89
2,2,Slow,21,42.0,109,0.3,0.65,0.58
2,3,Shigh,6,36.0,64,0.8,0.9,0.83
2,4,Shigh,2,12.0,68,0.3,0.65,0.55
2,0,Slow,18,36.0,112,0.9,0.95,0.85
2,1,Slow,32,64.0,98,0.9,0.95,0.78
2,2,Slow,21,42.0,109,0.3,0.65,0.57
2,3,Shigh,3,18.0,67,0.8,0.9,0.73
2,4,Shigh,2,12.0,68,0.3,0.65,0.48
2,0,Slow,22,44.0,108,0.9,0.95,0.75
2,1,Slow,28,56.0,102,0.9,0.95,0.82
2,2,Slow,18,36.0,112,0.3,0.65,0.56
2,3,Shigh,4,16.799999999999997,66,0.8,0.9,0.78
2,4,Shigh,4,24.0,66,0.3,0.65,0.57
2,0,Slow,31,62.0,99,0.9,0.95,0.78
2,1,Slow,17,34.0,113,0.9,0.95,0.75
2,2,Slow,19,38.0,111,0.3,0.65,0.52
2,3,Shigh,3,18.0,67,0.8,0.9,0.73
2,4,Shigh,1,6.0,69,0.3,0.65,0.58
2,0,Slow,27,54.0,103,0.9,0.95,0.83
2,1,Slow,27,54.0,103,0.9,0.95,0.84
2,2,Slow,19,38.0,111,0.3,0.65,0.55
2,3,Shigh,2,12.0,68,0.8,0.9,0.76
2,4,Shigh,3,18.0,67,0.3,0.65,0.56
2,0,Slow,32,64.0,98,0.9,0.95,0.85
2,1,Slow,27,54.0,103,0.9,0.95,0.88
2,2,Slow,19,38.0,111,0.3,0.65,0.59
2,3,Shigh,3,18.0,67,0.8,0.9,0.74
2,4,Shigh,6,36.0,64,0.3,0.65,0.64
2,0,Slow,26,52.0,104,0.9,0.95,0.83
2,1,Slow,30,60.0,100,0.9,0.95,0.84
2,2,Slow,18,36.0,112,0.3,0.65,0.56
2,3,Shigh,3,18.0,67,0.8,0.9,0.78
2,4,Shigh,6,36.0,64,0.3,0.65,0.51
2,0,Slow,28,56.0,102,0.9,0.95,0.81
2,1,Slow,26,52.0,104,0.9,0.95,0.79
2,2,Slow,10,20.0,120,0.3,0.65,0.52
2,3,Shigh,2,12.0,68,0.8,0.9,0.76
2,4,Shigh,4,24.0,66,0.3,0.65,0.56
2,0,Slow,24,48.0,106,0.9,0.95,0.83
2,1,Slow,25,50.0,105,0.9,0.95,0.83
2,2,Slow,19,38.0,111,0.3,0.65,0.59
2,3,Shigh,3,18.0,67,0.8,0.9,0.79
2,4,Shigh,4,24.0,66,0.3,0.65,0.55
2,0,Slow,17,34.0,113,0.9,0.95,0.79
2,1,Slow,31,62.0,99,0.9,0.95,0.77
2,2,Slow,11,22.0,119,0.3,0.65,0.58
2,3,Shigh,8,48.0,62,0.8,0.9,0.72
2,4,Shigh,3,18.0,67,0.3,0.65,0.56
3,0,Slow,21,42.0,109,0.9,0.95,0.79
3,1,Slow,21,29.399999999999988,109,0.9,0.95,0.8
3,2,Slow,21,42.0,109,0.3,0.65,0.53
3,3,Shigh,5,30.0,65,0.8,0.9,0.76
3,4,Shigh,5,30.0,65,0.3,0.65,0.61
3,0,Slow,26,52.0,104,0.9,0.95,0.84
3,1,Slow,26,52.0,104,0.9,0.95,0.81
3,2,Slow,24,48.0,106,0.3,0.65,0.57
3,3,Shigh,6,36.0,64,0.8,0.9,0.79
3,4,Shigh,4,24.0,66,0.3,0.65,0.53
3,0,Slow,29,58.0,101,0.9,0.95,0.88
3,1,Slow,26,52.0,104,0.9,0.95,0.83
3,2,Slow,13,26.0,117,0.3,0.65,0.61
3,3,Shigh,2,12.0,68,0.8,0.9,0.81
3,4,Shigh,7,42.0,63,0.3,0.65,0.67
3,0,Slow,20,40.0,110,0.9,0.95,0.82
3,1,Slow,30,60.0,100,0.9,0.95,0.83
3,2,Slow,17,34.0,113,0.3,0.65,0.55
3,3,Shigh,2,12.0,68,0.8,0.9,0.76
3,4,Shigh,3,18.0,67,0.3,0.65,0.56
3,0,Slow,21,42.0,109,0.9,0.95,0.87
3,1,Slow,32,64.0,98,0.9,0.95,0.83
3,2,Slow,17,34.0,113,0.3,0.65,0.54
3,3,Shigh,8,48.0,62,0.8,0.9,0.81
3,4,Shigh,1,6.0,69,0.3,0.65,0.59
3,0,Slow,25,50.0,105,0.9,0.95,0.85
3,1,Slow,29,58.0,101,0.9,0.95,0.85
3,2,Slow,18,36.0,112,0.3,0.65,0.63
3,3,Shigh,6,36.0,64,0.8,0.9,0.77
3,4,Shigh,5,30.0,65,0.3,0.65,0.59
3,0,Slow,29,58.0,101,0.9,0.95,0.76
3,1,Slow,23,46.0,107,0.9,0.95,0.78
3,2,Slow,16,32.0,114,0.3,0.65,0.51
3,3,Shigh,2,12.0,68,0.8,0.9,0.75
3,4,Shigh,4,24.0,66,0.3,0.65,0.56
3,0,Slow,21,42.0,109,0.9,0.95,0.76
3,1,Slow,22,44.0,108,0.9,0.95,0.76
3,2,Slow,18,36.0,112,0.3,0.65,0.52
3,3,Shigh,5,30.0,65,0.8,0.9,0.72
3,4,Shigh,3,18.0,67,0.3,0.65,0.53
3,0,Slow,22,44.0,108,0.9,0.95,0.85
3,1,Slow,31,62.0,99,0.9,0.95,0.85
3,2,Slow,19,38.0,111,0.3,0.65,0.57
3,3,Shigh,3,18.0,67,0.8,0.9,0.81
3,4,Shigh,4,24.0,66,0.3,0.65,0.55
3,0,Slow,25,50.0,105,0.9,0.95,0.78
3,1,Slow,30,60.0,100,0.9,0.95,0.78
3,2,Slow,16,32.0,114,0.3,0.65,0.48
3,3,Shigh,4,24.0,66,0.8,0.9,0.73
3,4,Shigh,5,30.0,65,0.3,0.65,0.55
3,0,Slow,28,56.0,102,0.9,0.95,0.77
3,1,Slow,23,46.0,107,0.9,0.95,0.79
3,2,Slow,15,30.0,115,0.3,0.65,0.53
3,3,Shigh,4,24.0,66,0.8,0.9,0.75
3,4,Shigh,3,18.0,67,0.3,0.65,0.59
3,0,Slow,28,56.0,102,0.9,0.95,0.83
3,1,Slow,28,39.19999999999998,102,0.9,0.95,0.82
3,2,Slow,13,26.0,117,0.3,0.65,0.46
3,3,Shigh,4,24.0,66,0.8,0.9,0.74
3,4,Shigh,8,48.0,62,0.3,0.65,0.51
3,0,Slow,23,46.0,107,0.9,0.95,0.78
3,1,Slow,27,54.0,103,0.9,0.95,0.78
3,2,Slow,14,28.0,116,0.3,0.65,0.53
3,3,Shigh,5,30.0,65,0.8,0.9,0.75
3,4,Shigh,3,18.0,67,0.3,0.65,0.54
3,0,Slow,23,46.0,107,0.9,0.95,0.8
3,1,Slow,23,46.0,107,0.9,0.95,0.81
3,2,Slow,18,36.0,112,0.3,0.65,0.59
3,3,Shigh,5,30.0,65,0.8,0.9,0.73
3,4,Shigh,2,12.0,68,0.3,0.65,0.51
3,0,Slow,14,28.0,116,0.9,0.95,0.73
3,1,Slow,32,64.0,98,0.9,0.95,0.78
3,2,Slow,19,38.0,111,0.3,0.65,0.53
3,3,Shigh,4,24.0,66,0.8,0.9,0.71
3,4,Shigh,3,18.0,67,0.3,0.65,0.48
3,0,Slow,27,54.0,103,0.9,0.95,0.84
3,1,Slow,24,48.0,106,0.9,0.95,0.8
3,2,Slow,10,20.0,120,0.3,0.65,0.48
3,3,Shigh,4,24.0,66,0.8,0.9,0.85
3,4,Shigh,3,18.0,67,0.3,0.65,0.55
3,0,Slow,20,40.0,110,0.9,0.95,0.79
3,1,Slow,23,46.0,107,0.9,0.95,0.81
3,2,Slow,18,36.0,112,0.3,0.65,0.62
3,3,Shigh,3,18.0,67,0.8,0.9,0.74
3,4,Shigh,5,30.0,65,0.3,0.65,0.61
3,0,Slow,25,50.0,105,0.9,0.95,0.75
3,1,Slow,14,19.599999999999998,116,0.9,0.95,0.74
3,2,Slow,14,28.0,116,0.3,0.65,0.51
3,3,Shigh,5,30.0,65,0.8,0.9,0.67
3,4,Shigh,5,30.0,65,0.3,0.65,0.48
3,0,Slow,34,68.0,96,0.9,0.95,0.79
3,1,Slow,16,32.0,114,0.9,0.95,0.74
3,2,Slow,16,32.0,114,0.3,0.65,0.54
3,3,Shigh,2,12.0,68,0.8,0.9,0.73
3,4,Shigh,1,6.0,69,0.3,0.65,0.51
3,0,Slow,27,54.0,103,0.9,0.95,0.84
3,1,Slow,21,42.0,109,0.9,0.95,0.8
3,2,Slow,12,24.0,118,0.3,0.65,0.57
3,3,Shigh,7,42.0,63,0.8,0.9,0.77
3,4,Shigh,5,30.0,65,0.3,0.65,0.49
3,0,Slow,27,54.0,103,0.9,0.95,0.85
3,1,Slow,32,64.0,98,0.9,0.95,0.85
3,2,Slow,21,42.0,109,0.3,0.65,0.62
3,3,Shigh,2,12.0,68,0.8,0.9,0.8
3,4,Shigh,4,24.0,66,0.3,0.65,0.5
3,0,Slow,23,46.0,107,0.9,0.95,0.74
3,1,Slow,27,54.0,103,0.9,0.95,0.8
3,2,Slow,22,44.0,108,0.3,0.65,0.57
3,3,Shigh,5,30.0,65,0.8,0.9,0.73
3,4,Shigh,3,18.0,67,0.3,0.65,0.6
4,0,Slow,30,60.0,100,0.9,0.95,0.83
4,1,Slow,21,42.0,109,0.9,0.95,0.83
4,2,Slow,17,34.0,113,0.3,0.65,0.51
4,3,Shigh,7,42.0,63,0.8,0.9,0.76
4,4,Shigh,7,42.0,63,0.3,0.65,0.6
4,0,Slow,31,62.0,99,0.9,0.95,0.82
4,1,Slow,26,52.0,104,0.9,0.95,0.82
4,2,Slow,12,24.0,118,0.3,0.65,0.54
4,3,Shigh,7,42.0,63,0.8,0.9,0.78
4,4,Shigh,2,12.0,68,0.3,0.65,0.55
4,0,Slow,26,52.0,104,0.9,0.95,0.73
4,1,Slow,25,50.0,105,0.9,0.95,0.73
4,2,Slow,9,18.0,121,0.3,0.65,0.4
4,3,Shigh,6,36.0,64,0.8,0.9,0.71
4,4,Shigh,2,12.0,68,0.3,0.65,0.51
4,0,Slow,27,54.0,103,0.9,0.95,0.86
4,1,Slow,25,50.0,105,0.9,0.95,0.83
4,2,Slow,19,38.0,111,0.3,0.65,0.64
4,3,Shigh,7,42.0,63,0.8,0.9,0.82
4,4,Shigh,5,30.0,65,0.3,0.65,0.65
4,0,Slow,38,76.0,92,0.9,0.95,0.8
4,1,Slow,21,42.0,109,0.9,0.95,0.82
4,2,Slow,18,36.0,112,0.3,0.65,0.58
4,3,Shigh,5,30.0,65,0.8,0.9,0.77
4,4,Shigh,3,18.0,67,0.3,0.65,0.49
4,0,Slow,32,44.799999999999976,98,0.9,0.95,0.84
4,1,Slow,24,48.0,106,0.9,0.95,0.86
4,2,Slow,22,44.0,108,0.3,0.65,0.55
4,3,Shigh,5,30.0,65,0.8,0.9,0.79
4,4,Shigh,5,30.0,65,0.3,0.65,0.6
4,0,Slow,28,56.0,102,0.9,0.95,0.8
4,1,Slow,26,52.0,104,0.9,0.95,0.8
4,2,Slow,22,44.0,108,0.3,0.65,0.56
4,3,Shigh,3,18.0,67,0.8,0.9,0.74
4,4,Shigh,4,24.0,66,0.3,0.65,0.55
4,0,Slow,22,44.0,108,0.9,0.95,0.8
4,1,Slow,20,40.0,110,0.9,0.95,0.81
4,2,Slow,22,44.0,108,0.3,0.65,0.53
4,3,Shigh,8,48.0,62,0.8,0.9,0.77
4,4,Shigh,2,12.0,68,0.3,0.65,0.55
4,0,Slow,31,62.0,99,0.9,0.95,0.83
4,1,Slow,24,48.0,106,0.9,0.95,0.85
4,2,Slow,16,32.0,114,0.3,0.65,0.58
4,3,Shigh,6,36.0,64,0.8,0.9,0.84
4,4,Shigh,4,24.0,66,0.3,0.65,0.6
4,0,Slow,25,50.0,105,0.9,0.95,0.81
4,1,Slow,19,38.0,111,0.9,0.95,0.83
